age,gender,occupation,daily_screen_time_hours,phone_usage_before_sleep_minutes,sleep_hours,sleep_quality_score,stress_level,caffeine_intake_cups,physical_activity_minutes,notifications_received_per_day,mental_fatigue_score,stress_category,sleep_duration_category,sleep_quality_category,phone_usage_before_sleep_category,daily_screen_time_category,sleep_deficit_hours,poor_quality_and_short_sleep,high_phone_usage_low_sleep,high_screen_high_fatigue,notification_intensity_per_hour,priority_segment
29,Male,Student,2.56,72,8.81,6.79,3.9,3,48,289,3.02,low,long,moderate,high,low,0.0,0,0,0,12.041666666666666,general_users
31,Male,Software Engineer,9.41,3,5.43,3.66,10.0,4,7,109,10.0,high,short,poor,low,high,1.5700000000000003,1,0,1,4.541666666666667,high_screen_low_sleep_quality
27,Male,Student,3.03,75,7.53,6.62,5.42,0,102,229,5.63,medium,ideal,moderate,high,low,0.0,0,0,0,9.541666666666666,general_users
37,Male,Teacher,3.51,34,5.5,7.06,6.6,1,42,213,6.56,medium,short,moderate,medium,low,1.5,0,0,0,8.875,general_users
32,Male,Manager,3.98,83,7.09,7.69,5.81,1,38,294,5.88,medium,ideal,good,high,low,0.0,0,0,0,12.25,general_users
48,Male,Freelancer,3.56,16,6.86,7.14,3.96,4,109,299,1.72,low,ideal,moderate,low,low,0.13999999999999968,0,0,0,12.458333333333334,general_users
24,Male,Software Engineer,2.47,85,4.89,9.3,4.78,0,33,198,4.8,medium,short,good,high,low,2.1100000000000003,0,1,0,8.25,general_users
58,Female,Manager,4.19,6,7.26,7.61,6.34,0,28,44,6.77,medium,ideal,good,low,moderate,0.0,0,0,0,1.8333333333333333,general_users
27,Male,Software Engineer,5.25,102,5.63,5.79,7.66,1,42,277,7.5,high,short,moderate,high,moderate,1.37,0,1,0,11.541666666666666,general_users
27,Male,Doctor,5.97,116,7.06,5.29,9.33,0,59,268,9.74,high,ideal,moderate,high,moderate,0.0,0,0,0,11.166666666666666,general_users
56,Male,Manager,2.41,61,6.71,7.97,3.76,4,45,135,3.47,low,ideal,good,high,low,0.29000000000000004,0,0,0,5.625,general_users
45,Male,Teacher,8.01,57,8.21,2.71,10.0,3,45,142,9.27,high,long,poor,medium,high,0.0,0,0,1,5.916666666666667,high_screen_low_sleep_quality
47,Other,Software Engineer,3.8,43,5.07,7.1,5.74,3,65,92,5.42,medium,short,moderate,medium,low,1.9299999999999997,0,0,0,3.8333333333333335,general_users
54,Female,Software Engineer,9.26,57,4.76,4.28,10.0,0,54,181,10.0,high,short,poor,medium,high,2.24,1,0,1,7.541666666666667,high_screen_low_sleep_quality
20,Female,Student,3.97,52,8.27,8.37,3.6,3,62,197,2.96,low,long,good,medium,low,0.0,0,0,0,8.208333333333334,general_users
32,Male,Software Engineer,8.77,117,6.22,4.92,10.0,3,83,251,10.0,high,ideal,poor,high,high,0.7800000000000002,0,0,1,10.458333333333334,high_screen_low_sleep_quality
38,Female,Manager,4.17,105,7.91,6.0,8.11,4,86,217,9.59,high,ideal,moderate,high,moderate,0.0,0,0,0,9.041666666666666,general_users
54,Male,Manager,5.55,71,8.8,6.22,6.93,1,30,287,6.84,medium,long,moderate,high,moderate,0.0,0,0,0,11.958333333333334,general_users
29,Male,Software Engineer,4.35,8,6.72,7.91,5.53,4,108,284,3.78,medium,ideal,good,low,moderate,0.28000000000000025,0,0,0,11.833333333333334,general_users
21,Male,Software Engineer,4.48,109,5.5,6.23,6.26,0,43,40,8.14,medium,short,moderate,high,moderate,1.5,0,1,0,1.6666666666666667,general_users
26,Other,Software Engineer,6.57,5,7.97,7.7,5.23,0,26,146,7.23,medium,ideal,good,low,moderate,0.0,0,0,0,6.083333333333333,general_users
56,Male,Doctor,7.24,18,8.65,5.87,10.0,1,20,56,10.0,high,long,moderate,low,high,0.0,0,0,1,2.3333333333333335,high_screen_time
59,Female,Teacher,8.83,85,5.23,3.99,10.0,3,114,262,10.0,high,short,poor,high,high,1.7699999999999996,1,1,1,10.916666666666666,high_screen_low_sleep_quality
45,Male,Researcher,6.12,110,7.44,5.2,8.89,0,59,292,8.41,high,ideal,moderate,high,moderate,0.0,0,0,0,12.166666666666666,general_users
40,Male,Freelancer,2.95,19,7.9,8.69,2.56,1,104,271,2.98,low,ideal,good,low,low,0.0,0,0,0,11.291666666666666,general_users
57,Female,Researcher,9.91,63,4.13,3.24,10.0,1,67,176,9.17,high,short,poor,high,high,2.87,1,1,1,7.333333333333333,high_screen_low_sleep_quality
39,Male,Manager,7.15,83,6.96,4.96,10.0,4,43,223,10.0,high,ideal,poor,high,high,0.040000000000000036,0,0,1,9.291666666666666,high_screen_low_sleep_quality
41,Female,Doctor,4.37,90,7.17,5.78,5.59,1,40,244,5.93,medium,ideal,moderate,high,moderate,0.0,0,0,0,10.166666666666666,general_users
43,Male,Freelancer,9.71,26,7.18,4.98,10.0,4,79,23,8.91,high,ideal,poor,low,high,0.0,0,0,1,0.9583333333333334,high_screen_low_sleep_quality
47,Male,Student,9.63,6,4.42,4.49,10.0,2,45,145,9.08,high,short,poor,low,high,2.58,1,0,1,6.041666666666667,high_screen_low_sleep_quality
50,Female,Designer,1.72,117,4.11,8.02,3.53,0,48,196,2.53,low,short,good,high,low,2.8899999999999997,0,1,0,8.166666666666666,general_users
33,Female,Software Engineer,1.18,23,5.47,7.91,1.76,3,8,183,2.36,low,short,good,low,low,1.5300000000000002,0,0,0,7.625,general_users
39,Male,Manager,1.4,7,5.79,8.81,2.42,0,37,137,2.57,low,short,good,low,low,1.21,0,0,0,5.708333333333333,general_users
35,Female,Freelancer,7.17,66,4.72,4.14,10.0,0,94,158,10.0,high,short,poor,high,high,2.2800000000000002,1,1,1,6.583333333333333,high_screen_low_sleep_quality
24,Female,Student,7.4,10,6.55,5.95,10.0,3,86,242,10.0,high,ideal,moderate,low,high,0.4500000000000002,0,0,1,10.083333333333334,high_screen_time
43,Male,Manager,7.52,99,5.14,5.27,9.39,3,75,231,9.62,high,short,moderate,high,high,1.8600000000000003,0,1,1,9.625,high_screen_time
25,Female,Researcher,6.67,65,5.69,5.29,8.06,4,103,287,8.68,high,short,moderate,high,moderate,1.3099999999999996,0,1,0,11.958333333333334,general_users
23,Male,Researcher,3.57,0,5.46,7.36,4.43,3,1,138,4.51,medium,short,moderate,low,low,1.54,0,0,0,5.75,general_users
47,Male,Designer,2.5,6,7.86,6.7,4.58,4,92,162,3.73,medium,ideal,moderate,low,low,0.0,0,0,0,6.75,general_users
56,Female,Freelancer,9.35,23,8.39,2.81,10.0,4,118,158,8.65,high,long,poor,low,high,0.0,0,0,1,6.583333333333333,high_screen_low_sleep_quality
40,Male,Software Engineer,9.22,11,5.49,4.53,10.0,4,18,22,10.0,high,short,poor,low,high,1.5099999999999998,1,0,1,0.9166666666666666,high_screen_low_sleep_quality
49,Female,Manager,3.18,62,5.88,7.76,4.66,1,13,186,5.99,medium,short,good,high,low,1.12,0,1,0,7.75,general_users
39,Female,Software Engineer,2.51,71,8.08,5.91,6.46,0,63,240,6.29,medium,long,moderate,high,low,0.0,0,0,0,10.0,general_users
59,Male,Designer,4.38,12,7.8,7.35,5.24,0,53,40,8.12,medium,ideal,moderate,low,moderate,0.0,0,0,0,1.6666666666666667,general_users
26,Female,Doctor,1.44,69,7.54,6.87,2.67,1,22,182,2.41,low,ideal,moderate,high,low,0.0,0,0,0,7.583333333333333,general_users
48,Female,Freelancer,2.46,102,7.54,6.86,4.91,3,4,229,7.3,medium,ideal,moderate,high,low,0.0,0,0,0,9.541666666666666,general_users
24,Female,Designer,4.42,87,5.49,6.65,6.9,4,27,95,6.86,medium,short,moderate,high,moderate,1.5099999999999998,0,1,0,3.9583333333333335,general_users
26,Male,Designer,3.15,115,8.68,4.97,5.94,1,50,34,7.14,medium,long,poor,high,low,0.0,0,0,0,1.4166666666666667,low_sleep_quality
30,Male,Manager,7.63,23,8.05,4.96,10.0,4,83,93,9.57,high,long,poor,low,high,0.0,0,0,1,3.875,high_screen_low_sleep_quality
20,Female,Researcher,9.14,37,5.06,4.32,10.0,2,119,168,9.38,high,short,poor,medium,high,1.9400000000000004,1,0,1,7.0,high_screen_low_sleep_quality
52,Female,Freelancer,9.18,107,7.31,4.72,9.27,0,9,149,9.55,high,ideal,poor,high,high,0.0,0,0,1,6.208333333333333,high_screen_low_sleep_quality
50,Male,Teacher,6.44,70,4.77,6.0,9.83,0,10,294,10.0,high,short,moderate,high,moderate,2.2300000000000004,0,1,0,12.25,general_users
38,Female,Software Engineer,7.33,9,6.89,6.58,8.05,0,75,291,7.99,high,ideal,moderate,low,high,0.11000000000000032,0,0,1,12.125,high_screen_time
48,Female,Freelancer,5.45,29,5.45,7.17,5.17,4,70,185,3.85,medium,short,moderate,low,moderate,1.5499999999999998,0,0,0,7.708333333333333,general_users
51,Male,Researcher,2.32,102,4.53,7.59,4.9,3,23,194,5.41,medium,short,good,high,low,2.4699999999999998,0,1,0,8.083333333333334,general_users
49,Female,Manager,6.72,87,7.02,3.55,10.0,0,68,182,10.0,high,ideal,poor,high,moderate,0.0,0,0,0,7.583333333333333,low_sleep_quality
52,Male,Software Engineer,4.15,26,8.42,4.77,8.22,0,44,25,8.23,high,long,poor,low,moderate,0.0,0,0,0,1.0416666666666667,low_sleep_quality
32,Male,Doctor,1.05,29,4.7,7.54,3.64,4,86,33,3.94,low,short,good,low,low,2.3,0,0,0,1.375,general_users
49,Male,Freelancer,6.17,78,8.5,4.97,7.35,3,86,239,5.69,high,long,poor,high,moderate,0.0,0,0,0,9.958333333333334,low_sleep_quality
23,Male,Doctor,2.79,116,4.64,7.06,5.79,0,7,92,7.24,medium,short,moderate,high,low,2.3600000000000003,0,1,0,3.8333333333333335,general_users
38,Male,Teacher,8.98,1,7.71,5.51,9.87,4,33,241,10.0,high,ideal,moderate,low,high,0.0,0,0,1,10.041666666666666,high_screen_time
50,Female,Teacher,9.41,7,8.95,4.13,10.0,0,33,70,10.0,high,long,poor,low,high,0.0,0,0,1,2.9166666666666665,high_screen_low_sleep_quality
49,Female,Teacher,2.46,16,4.47,8.66,4.3,1,101,249,3.93,medium,short,good,low,low,2.5300000000000002,0,0,0,10.375,general_users
36,Male,Researcher,1.26,47,5.06,6.27,3.49,1,49,42,3.72,low,short,moderate,medium,low,1.9400000000000004,0,0,0,1.75,general_users
50,Female,Doctor,1.04,63,6.32,8.76,3.24,0,45,83,2.84,low,ideal,good,high,low,0.6799999999999997,0,0,0,3.4583333333333335,general_users
45,Female,Designer,9.22,60,7.69,3.76,10.0,4,1,182,7.78,high,ideal,poor,medium,high,0.0,0,0,1,7.583333333333333,high_screen_low_sleep_quality
48,Male,Researcher,2.37,12,8.49,10.0,2.74,4,41,278,2.74,low,long,good,low,low,0.0,0,0,0,11.583333333333334,general_users
38,Male,Manager,4.92,81,7.65,5.18,7.12,4,65,250,7.12,high,ideal,moderate,high,moderate,0.0,0,0,0,10.416666666666666,general_users
51,Male,Software Engineer,1.51,20,7.86,7.25,4.69,3,60,28,5.52,medium,ideal,moderate,low,low,0.0,0,0,0,1.1666666666666667,general_users
32,Male,Software Engineer,4.36,99,6.26,7.37,5.96,2,1,43,4.62,medium,ideal,moderate,high,moderate,0.7400000000000002,0,0,0,1.7916666666666667,general_users
31,Female,Manager,8.07,75,5.78,3.28,10.0,4,115,265,9.79,high,short,poor,high,high,1.2199999999999998,1,1,1,11.041666666666666,high_screen_low_sleep_quality
36,Male,Student,4.66,106,6.54,5.81,6.42,4,30,104,5.86,medium,ideal,moderate,high,moderate,0.45999999999999996,0,0,0,4.333333333333333,general_users
32,Female,Doctor,7.98,1,7.25,5.86,9.37,0,46,105,6.89,high,ideal,moderate,low,high,0.0,0,0,0,4.375,high_screen_time
23,Female,Doctor,7.2,83,6.51,5.68,7.31,4,99,26,7.0,high,ideal,moderate,high,high,0.4900000000000002,0,0,1,1.0833333333333333,high_screen_time
26,Male,Teacher,5.66,22,7.95,6.02,6.71,2,60,282,7.65,medium,ideal,moderate,low,moderate,0.0,0,0,0,11.75,general_users
54,Female,Researcher,7.64,84,4.79,4.48,10.0,0,7,263,9.29,high,short,poor,high,high,2.21,1,1,1,10.958333333333334,high_screen_low_sleep_quality
37,Male,Freelancer,8.91,94,5.98,4.55,10.0,4,109,293,10.0,high,short,poor,high,high,1.0199999999999996,1,1,1,12.208333333333334,high_screen_low_sleep_quality
51,Male,Freelancer,8.14,15,4.33,4.05,10.0,2,51,209,10.0,high,short,poor,low,high,2.67,1,0,1,8.708333333333334,high_screen_low_sleep_quality
55,Female,Manager,7.23,12,7.36,6.73,8.17,0,71,145,8.33,high,ideal,moderate,low,high,0.0,0,0,1,6.041666666666667,high_screen_time
43,Male,Student,7.32,3,7.79,6.92,8.51,3,97,236,7.98,high,ideal,moderate,low,high,0.0,0,0,1,9.833333333333334,high_screen_time
35,Male,Student,2.45,1,7.34,9.21,3.79,3,117,284,4.17,low,ideal,good,low,low,0.0,0,0,0,11.833333333333334,general_users
45,Female,Doctor,9.56,113,8.78,3.53,10.0,0,20,293,9.99,high,long,poor,high,high,0.0,0,0,1,12.208333333333334,high_screen_low_sleep_quality
26,Female,Teacher,2.85,64,8.66,6.72,6.01,2,119,141,4.98,medium,long,moderate,high,low,0.0,0,0,0,5.875,general_users
49,Male,Software Engineer,4.14,25,5.35,6.75,5.63,2,42,276,6.02,medium,short,moderate,low,moderate,1.6500000000000004,0,0,0,11.5,general_users
23,Male,Teacher,5.66,29,5.22,6.75,8.58,1,14,45,9.51,high,short,moderate,low,moderate,1.7800000000000002,0,0,0,1.875,general_users
31,Female,Software Engineer,2.14,117,4.13,6.84,1.0,1,57,156,1.0,low,short,moderate,high,low,2.87,0,1,0,6.5,general_users
45,Female,Freelancer,6.34,37,6.51,5.58,8.29,4,83,180,8.89,high,ideal,moderate,medium,moderate,0.4900000000000002,0,0,0,7.5,general_users
41,Male,Doctor,2.64,19,8.31,9.16,4.03,1,115,164,6.1,medium,long,good,low,low,0.0,0,0,0,6.833333333333333,general_users
30,Female,Researcher,9.31,24,4.79,5.62,9.48,0,68,135,10.0,high,short,moderate,low,high,2.21,0,0,1,5.625,high_screen_time
29,Female,Teacher,9.0,51,6.97,5.59,10.0,2,12,191,10.0,high,ideal,moderate,medium,high,0.03000000000000025,0,0,1,7.958333333333333,high_screen_time
36,Female,Student,5.9,82,7.6,7.93,5.94,2,15,123,6.35,medium,ideal,good,high,moderate,0.0,0,0,0,5.125,general_users
38,Female,Manager,5.05,90,5.84,7.7,4.95,0,118,298,4.31,medium,short,good,high,moderate,1.1600000000000001,0,1,0,12.416666666666666,general_users
44,Female,Designer,1.92,9,7.51,8.39,3.62,3,37,88,3.03,low,ideal,good,low,low,0.0,0,0,0,3.6666666666666665,general_users
36,Male,Student,8.41,40,8.19,4.92,10.0,1,2,293,10.0,high,long,poor,medium,high,0.0,0,0,1,12.208333333333334,high_screen_low_sleep_quality
41,Male,Freelancer,4.41,80,4.05,5.58,8.23,0,64,41,8.27,high,short,moderate,high,moderate,2.95,0,1,0,1.7083333333333333,general_users
43,Female,Manager,3.22,60,7.68,8.66,3.54,4,58,295,5.33,low,ideal,good,medium,low,0.0,0,0,0,12.291666666666666,general_users
45,Female,Software Engineer,9.96,110,7.0,2.83,10.0,3,103,276,8.82,high,ideal,poor,high,high,0.0,0,0,1,11.5,high_screen_low_sleep_quality
35,Female,Doctor,7.01,1,8.22,6.23,8.15,0,46,35,7.2,high,long,moderate,low,high,0.0,0,0,1,1.4583333333333333,high_screen_time
53,Male,Teacher,1.66,80,4.69,7.82,4.81,1,69,158,3.4,medium,short,good,high,low,2.3099999999999996,0,1,0,6.583333333333333,general_users
59,Female,Freelancer,8.21,6,8.04,5.7,9.07,3,38,225,10.0,high,long,moderate,low,high,0.0,0,0,1,9.375,high_screen_time
46,Male,Freelancer,7.75,59,4.71,3.88,10.0,4,50,195,8.34,high,short,poor,medium,high,2.29,1,0,1,8.125,high_screen_low_sleep_quality
34,Other,Doctor,4.61,60,6.92,8.19,3.49,3,49,127,3.26,low,ideal,good,medium,moderate,0.08000000000000007,0,0,0,5.291666666666667,general_users
21,Male,Doctor,2.11,79,5.35,9.47,3.19,2,90,286,2.62,low,short,good,high,low,1.6500000000000004,0,1,0,11.916666666666666,general_users
46,Female,Software Engineer,5.48,112,5.2,4.78,6.98,0,0,90,4.6,medium,short,poor,high,moderate,1.7999999999999998,1,1,0,3.75,low_sleep_quality
21,Male,Doctor,7.87,26,6.49,7.04,7.52,3,23,149,6.12,high,ideal,moderate,low,high,0.5099999999999998,0,0,0,6.208333333333333,high_screen_time
27,Female,Teacher,1.68,0,7.79,8.69,1.82,0,12,90,1.48,low,ideal,good,low,low,0.0,0,0,0,3.75,general_users
42,Male,Freelancer,2.47,85,7.23,8.73,1.21,0,29,72,1.03,low,ideal,good,high,low,0.0,0,0,0,3.0,general_users
48,Female,Student,6.57,85,8.94,6.45,8.23,0,85,280,8.9,high,long,moderate,high,moderate,0.0,0,0,0,11.666666666666666,general_users
20,Female,Doctor,6.04,26,4.6,5.64,8.12,2,51,147,8.03,high,short,moderate,low,moderate,2.4000000000000004,0,0,0,6.125,general_users
19,Female,Teacher,9.15,79,7.61,4.39,10.0,3,0,86,9.44,high,ideal,poor,high,high,0.0,0,0,1,3.5833333333333335,high_screen_low_sleep_quality
42,Female,Teacher,8.33,59,4.28,5.7,8.24,2,28,105,9.03,high,short,moderate,medium,high,2.7199999999999998,0,0,1,4.375,high_screen_time
23,Male,Software Engineer,9.27,52,5.79,6.18,9.06,1,89,156,10.0,high,short,moderate,medium,high,1.21,0,0,1,6.5,high_screen_time
43,Male,Doctor,5.19,35,5.72,8.71,3.13,3,71,80,1.79,low,short,good,medium,moderate,1.2800000000000002,0,0,0,3.3333333333333335,general_users
25,Female,Freelancer,8.09,79,5.28,6.06,10.0,3,100,272,9.68,high,short,moderate,high,high,1.7199999999999998,0,1,1,11.333333333333334,high_screen_time
52,Male,Software Engineer,1.44,23,6.66,8.86,1.0,2,86,33,2.48,low,ideal,good,low,low,0.33999999999999986,0,0,0,1.375,general_users
44,Female,Student,3.65,34,5.22,7.87,4.98,3,86,174,4.41,medium,short,good,medium,low,1.7800000000000002,0,0,0,7.25,general_users
42,Female,Student,6.8,32,5.84,6.1,9.2,2,113,102,8.73,high,short,moderate,medium,moderate,1.1600000000000001,0,0,0,4.25,general_users
35,Male,Manager,7.87,16,8.3,4.82,8.57,0,33,125,10.0,high,long,poor,low,high,0.0,0,0,1,5.208333333333333,high_screen_low_sleep_quality
18,Male,Researcher,6.13,68,5.62,6.16,7.63,1,61,65,8.01,high,short,moderate,high,moderate,1.38,0,1,0,2.7083333333333335,general_users
56,Male,Teacher,5.33,34,8.93,6.36,6.23,0,65,121,6.16,medium,long,moderate,medium,moderate,0.0,0,0,0,5.041666666666667,general_users
20,Male,Doctor,3.1,82,5.38,6.65,4.93,4,100,107,6.15,medium,short,moderate,high,low,1.62,0,1,0,4.458333333333333,general_users
21,Female,Manager,2.57,106,8.52,5.81,4.77,4,17,92,5.61,medium,long,moderate,high,low,0.0,0,0,0,3.8333333333333335,general_users
58,Female,Freelancer,8.88,46,6.16,4.54,10.0,0,61,162,10.0,high,ideal,poor,medium,high,0.8399999999999999,0,0,1,6.75,high_screen_low_sleep_quality
54,Male,Teacher,2.28,97,8.54,6.14,3.25,2,60,262,4.47,low,long,moderate,high,low,0.0,0,0,0,10.916666666666666,general_users
32,Male,Freelancer,4.92,95,6.13,7.65,5.37,4,18,295,4.4,medium,ideal,good,high,moderate,0.8700000000000001,0,0,0,12.291666666666666,general_users
25,Female,Doctor,9.0,88,7.85,3.92,10.0,4,51,288,9.28,high,ideal,poor,high,high,0.0,0,0,1,12.0,high_screen_low_sleep_quality
55,Male,Researcher,2.33,58,6.0,8.53,4.8,2,45,289,5.4,medium,ideal,good,medium,low,1.0,0,0,0,12.041666666666666,general_users
36,Male,Software Engineer,2.15,60,7.1,6.4,4.34,3,76,108,5.42,medium,ideal,moderate,medium,low,0.0,0,0,0,4.5,general_users
43,Male,Student,7.23,21,4.26,5.93,9.92,2,115,271,10.0,high,short,moderate,low,high,2.74,0,0,1,11.291666666666666,high_screen_time
56,Female,Manager,3.98,102,7.0,4.52,8.46,1,92,174,9.24,high,ideal,poor,high,low,0.0,0,0,0,7.25,low_sleep_quality
27,Male,Freelancer,4.92,113,5.58,7.04,8.14,3,65,289,8.18,high,short,moderate,high,moderate,1.42,0,1,0,12.041666666666666,general_users
55,Male,Manager,6.63,26,8.98,6.2,8.1,3,7,52,8.96,high,long,moderate,low,moderate,0.0,0,0,0,2.1666666666666665,general_users
31,Other,Student,4.41,96,8.05,6.8,6.84,1,83,152,8.98,medium,long,moderate,high,moderate,0.0,0,0,0,6.333333333333333,general_users
58,Male,Software Engineer,8.2,71,4.4,4.11,10.0,0,9,132,10.0,high,short,poor,high,high,2.5999999999999996,1,1,1,5.5,high_screen_low_sleep_quality
36,Female,Designer,9.72,93,4.99,4.06,10.0,3,87,147,10.0,high,short,poor,high,high,2.01,1,1,1,6.125,high_screen_low_sleep_quality
47,Male,Designer,9.4,111,7.08,5.22,9.99,3,23,295,10.0,high,ideal,moderate,high,high,0.0,0,0,1,12.291666666666666,high_screen_time
22,Male,Freelancer,5.91,89,5.5,5.95,6.92,0,26,292,6.67,medium,short,moderate,high,moderate,1.5,0,1,0,12.166666666666666,general_users
48,Male,Designer,4.19,14,5.06,7.38,4.83,1,19,115,5.34,medium,short,moderate,low,moderate,1.9400000000000004,0,0,0,4.791666666666667,general_users
24,Male,Doctor,4.9,35,5.78,6.58,7.1,3,82,262,8.2,high,short,moderate,medium,moderate,1.2199999999999998,0,0,0,10.916666666666666,general_users
36,Male,Manager,3.97,108,4.53,4.53,7.71,0,18,179,7.3,high,short,poor,high,low,2.4699999999999998,1,1,0,7.458333333333333,low_sleep_quality
48,Male,Software Engineer,4.98,56,6.77,6.58,5.45,1,58,79,4.98,medium,ideal,moderate,medium,moderate,0.23000000000000043,0,0,0,3.2916666666666665,general_users
56,Male,Doctor,1.12,75,5.42,8.33,2.66,1,18,217,3.31,low,short,good,high,low,1.58,0,1,0,9.041666666666666,general_users
41,Male,Doctor,1.5,40,8.34,9.29,1.54,4,2,142,1.29,low,long,good,medium,low,0.0,0,0,0,5.916666666666667,general_users
51,Female,Freelancer,7.94,44,4.16,5.94,7.84,3,57,102,10.0,high,short,moderate,medium,high,2.84,0,0,1,4.25,high_screen_time
40,Female,Software Engineer,4.01,42,5.75,6.95,5.46,3,64,55,6.18,medium,short,moderate,medium,moderate,1.25,0,0,0,2.2916666666666665,general_users
57,Female,Doctor,8.15,11,6.75,6.53,8.45,0,95,101,8.77,high,ideal,moderate,low,high,0.25,0,0,1,4.208333333333333,high_screen_time
23,Female,Freelancer,5.32,67,5.18,7.69,6.48,0,118,34,8.06,medium,short,good,high,moderate,1.8200000000000003,0,1,0,1.4166666666666667,general_users
55,Female,Manager,8.25,66,4.29,6.45,7.33,4,36,232,6.69,high,short,moderate,high,high,2.71,0,1,0,9.666666666666666,high_screen_time
58,Male,Software Engineer,6.97,100,4.36,4.36,10.0,0,93,294,10.0,high,short,poor,high,moderate,2.6399999999999997,1,1,0,12.25,low_sleep_quality
53,Male,Researcher,2.81,101,4.8,6.99,5.09,4,38,131,7.33,medium,short,moderate,high,low,2.2,0,1,0,5.458333333333333,general_users
44,Male,Designer,5.03,95,5.36,6.7,5.43,2,36,128,5.63,medium,short,moderate,high,moderate,1.6399999999999997,0,1,0,5.333333333333333,general_users
28,Female,Designer,7.34,89,7.53,3.69,10.0,4,108,38,10.0,high,ideal,poor,high,high,0.0,0,0,1,1.5833333333333333,high_screen_low_sleep_quality
22,Female,Doctor,3.98,3,6.37,8.05,4.96,2,23,281,4.45,medium,ideal,good,low,low,0.6299999999999999,0,0,0,11.708333333333334,general_users
34,Female,Student,2.74,64,4.16,7.16,4.04,4,117,23,1.74,medium,short,moderate,high,low,2.84,0,1,0,0.9583333333333334,general_users
24,Male,Software Engineer,5.86,118,4.78,5.82,7.74,2,22,285,8.55,high,short,moderate,high,moderate,2.2199999999999998,0,1,0,11.875,general_users
44,Female,Teacher,3.46,4,5.84,7.79,4.03,3,73,154,1.5,medium,short,good,low,low,1.1600000000000001,0,0,0,6.416666666666667,general_users
32,Male,Freelancer,6.35,1,6.1,6.66,7.48,4,25,149,7.73,high,ideal,moderate,low,moderate,0.9000000000000004,0,0,0,6.208333333333333,general_users
30,Male,Researcher,3.45,45,4.32,6.79,6.83,1,79,145,6.85,medium,short,moderate,medium,low,2.6799999999999997,0,0,0,6.041666666666667,general_users
28,Female,Teacher,9.16,74,4.61,1.69,10.0,4,0,149,10.0,high,short,poor,high,high,2.3899999999999997,1,1,1,6.208333333333333,high_screen_low_sleep_quality
